platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,num_attacked
tieba,lgbt,它这家伙脑子不正常,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
tieba,lgbt,基佬破防了，急得大号和小号说话,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",15,1
zhihu,race,这就是所谓矫枉必须过正了，对付极端只能靠极端，我们静静看着。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",30,0
tieba,race,动物就是动物,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",6,1
zhihu,race,在学校小心点，找女朋友调查好,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",14,0
zhihu,race,娶N婚也不能要和黑人处过的啊,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",14,2
tieba,race,没有比这个更荒唐的事情了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
tieba,race,我去，女子劳教所该！看来劳教所管得太松了，居然还能上网！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",28,0
zhihu,race,我也很浪漫很会说话啊。一擦我得擦。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",17,0
tieba,gender,我觉得，人应该自主独立,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",11,0
zhihu,region,对呀我说的是一部分人，我也相信存在的那部分是少数,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",24,0
tieba,gender,标签是会越贴越多的,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
zhihu,race,在我高中时，电视上放有关黑人的好事，具体什么我不记得了，当时我爸说了句：嘿硅，我据理力争🤣：人人平等，黑人也是人，不要偏见看待现在的我：嘿硅🤣,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",79,1
tieba,gender,江照黎明以前看来国产想离婚这下绝了看完这个女的不得弄死男的环境决定大部分婚姻观念和人性为什么没电视拍为什么要彩礼和要求的这么丧心病狂为什么很多外面都不要就国NAN要这要那,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",85,1
zhihu,race,第一次看见反自己民族主义的，厉害厉害。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",19,1
zhihu,region,东北都被黑成瑞典了。。。就这样还有人说是东北挑起的地域黑,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",28,1
tieba,lgbt,恐同者通常都具有暴力倾向,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 0, 1, 0]",12,1
tieba,lgbt,他已经翻车了，找的论文都是野鸡论文,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",17,0
tieba,gender,版本答案籹拳铁拳,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",8,1
zhihu,region,哎，怎么说呢！早习惯了！年轻时候会想争辩，现在么，想想今天吃啥还来的更加实际过好自己的生活，待人接物礼貌，工作努力积极，有能力再帮助下，看到地域黑的帖子笑一笑！毕竟生活是自己在过的！😂😂😂,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",103,1
zhihu,region,《我反对地域黑》打开你的主页确实搞笑,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",18,0
zhihu,race,这些媚外女极其自私自利到令人发指的地步！看不起国男，喜欢找外国人只要离开中国，没人拦着！但自己浪够了想收心了或被甩了想找国男当接盘侠就不要指望国人同情你、收留你。这是你们自己咎由自取！,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",92,2
tieba,lgbt,异性恋基本盘,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
tieba,lgbt,这种喜欢自称本宫的多半是有性别焦虑问题的通讯录,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",23,1
zhihu,race,你要看概率，黑人百分之三十以上的艾滋病，套套放不住，国内万分之几，你要活腻歪了，你上，得了后你就知道生活了,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 1, 0]",53,2
tieba,lgbt,哪来的通讯录怪物,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",8,1
tieba,lgbt,我的治疗力大所以30天。百度是想基佬越来越少，没有反同人士的救援，基佬染艾身亡就会越来越多。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 1, 0]",46,2
zhihu,region,反正只要争辩起来就会 安啦上海银。。。。🙄,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",24,0
tieba,race,努力大姐还没死啊,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",8,0
tieba,race,估计女的还长得不错，正一脸骄傲地发微信朋友圈吧,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",23,0
zhihu,race,不希望以后中国遍地都是黑人小孩，怕但是治安社会矛盾突出，大家过都过不好，大家都是中国人，感觉大家还是不一样的…没有那么懒，没有那么多政治正确，没有那么多暴力和低素质，5000年的道德约束还是有的,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",97,1
zhihu,race,被默光顾过就让默带走啊，留下来祸害同胞？,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",20,1
tieba,race,小心点，平平安安的回来。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
zhihu,lgbt,不用我们歧视你是同性恋，你父母都歧视你是同性恋,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",23,1
tieba,gender,小学生太多，都是些被带节奏的，年龄超不过18,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]",22,1
zhihu,race,嫁到非洲真的是垃圾至极的电视剧，之前央视八套还有一个一家人好几个孩子嫁日韩嫁欧美娶日韩的，弄得一家跟鸡窝似的,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",54,2
tieba,race,别这么说，非洲发生这种现象也是因为非洲生产力低下导致的,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]",27,1
zhihu,race,再算上实际数据可能统计不完全来讲，可能还会高于这个数，如果你们小镇的位置靠近边境线，毒品泛滥地区，这个数据可能就不能这么算了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",62,0
zhihu,race,这个赞太少了点吧。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
tieba,gender,七，很快不够用，这些事才一两年之内的，不如叫：X仙女,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",26,1
zhihu,lgbt,不要随意评论。毕竟大家都是人，你的评论会伤害到别人。性取向是别人的自由。请你善良,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",40,0
tieba,race,哼，想逃？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",5,0
tieba,gender,好家伙还两个吧发？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
zhihu,race,小红书一抓一大堆好吗？😓,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
tieba,race,我还是更爱听《龙的传人》,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
zhihu,race,主要是吴施蒙事情出来以后，大家不信中国女人了,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",22,1
tieba,gender,如果是一男老师让女生擦鞋我已经不敢想了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",19,0
tieba,gender,恩！生孩子都不用去医院！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
zhihu,race,呃。。。这个是一个发生的历史。。。这里面法国还是华人都没有神圣性，而是落后地区的男性在发达地区获得青睐这种情形是一再上演的。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",62,0
zhihu,race,自信点，种族歧视不是贬义词,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",13,1
zhihu,lgbt,天生的没办法，有些gay就是恶心，骚扰人，这纯纯没素质行为。但有些就干干净净，有干净的圈子和让人舒适的人品，让许多人愿意与他交朋友。再遇到这种骚扰人的你完全可以削他🤔，咱有理,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",90,1
zhihu,race,其他的都不说，为她去非洲生活点赞，別赖在中国，中国不需要黑族,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",30,2
zhihu,race,说的不是很严谨，一般女性的精神祖国是丈夫的祖国,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",23,0
tieba,lgbt,明星有多高尚？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
tieba,lgbt,最好不要瞎说，B站的孝子是最狠的，搞不好我们吧又被炸了的。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 0, 1, 0]",29,1
zhihu,region,河北偷井盖是事实 不叫黑昂,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]",13,1
zhihu,race,抖音刷到一个视频，几个黑人高挑身材又好的美女，下面的评论跟选妃似的。评论里的男人们已经选好幻想结婚对象了。我也没啥好说的，就祝他们生个黑人儿子，然后被国内男同胞当成非我族类吧。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",88,1
zhihu,region,别一个个评论下面蹦哒说东北人把张学良当英雄了，我们东北这也是辩证看待张学良的，身边人没有把他当英雄的，都当他是有功有过的人。不过你眼界短不怪你，多了解了解再来说话。,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",82,0
zhihu,race,还有现在连某些央视都有嘿人节目，甚至嘿人评委，看着那血盆大嘴在那一张一张的心里就难受的慌，关键评论里没一个反感他们的。只要是老外，不管来自哪里长得如何，下面都是一股脑儿得说帅。眼瞎了么！但有没有发现东南亚的黄皮老外不在此列，相反是看不起越南缅甸柬埔寨等那旮瘩的老外的，感情它们喜欢的是外种？？？,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 1, 0, 1, 0, 0]",147,2
zhihu,race,非洲各国的艾滋病感染率是30-50%，而中国是万分之九，几乎是全世界最低。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",37,0
tieba,gender,什么越南新闻,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
tieba,race,丑的一批、呸,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
zhihu,race,老子就是种族主义者,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",9,1
zhihu,race,你忘了上海🤔,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
tieba,race,感觉楼主应该是国外的间谍，混入我国来扰乱社会秩序的。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",26,0
zhihu,lgbt,知乎的三观很正，所以我喜欢这里,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
zhihu,region,我就是河南的,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
zhihu,race,劣币驱逐良币，所以像这一类自我劣化的异类会造成五胡乱华的后果，中华文化从古到今从来没有遇到过这种靠子宫和丁丁入侵的物种，所以如果不抵抗，那么就只有灭亡。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",76,1
tieba,gender,和几个人谈过，明明自己连一米六都没有，要求男方身高不得低于180。那种什么颜控的，去看一下美颜都遮不住的丑陋。毫不夸张，一点逼数都没有，说话还自傲得很，不要搞颜色，不要查户口。本来不想吐槽的，随便问问还人身攻击。当我把照片和车子房子发出来又和条狗一样，真是?,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",129,1
zhihu,lgbt,反过来也是一样，一个丑的直男也完全没必要担心会被同性恋看上😅😅😅,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",41,1
tieba,gender,所有摄像机怼着脸拍的视频都小心看?，比如春秋两不沾,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",25,0
zhihu,race,对啊，我长这么大压根没见到过女性和黑人在一起的，真的一个也没有，咱也不瞎不傻好吧，中国人的审美很难认为黑人帅吧,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",55,1
tieba,gender,大众缺乏个人实现的途径，意味着社会在固化,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",20,0
zhihu,region,总体南方比北方发达 ，是吧,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",13,0
zhihu,race,大哥，这小子是个钓鱼的，你不信看他主页就知道了，你被钓啦。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",29,0
tieba,race,寄声虫是骂不走的，只能拔除，如果拔不动，那就弄断再拔。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",27,1
zhihu,lgbt,尊重他人不是社会公德吗，怎么就变成道德绑架了......,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",28,0
zhihu,lgbt,好像。。挺有问题？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
tieba,gender,喷吧也是女权它们也只会喷了,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",13,1
zhihu,race,好人就给你了，祝你早生贵子。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",14,0
tieba,gender,那么尊重男性的呢？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
tieba,race,混血后代会受歧视的。,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 0, 0, 1, 0, 0]",10,1
zhihu,region,事变皆在于人心 这句话没毛病吧 不同地区的人皆具有人性 不论经济发达贫困的影响 最终影响的都是人心 我们比较不同地区好坏时有一个维度可以考虑 便是比较坏的程度 比较好的程度,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",86,0
tieba,lgbt,又在玩p图啊，休息一下下吧,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",13,0
tieba,gender,啊这因为我国注册球员远远少于其他国家啊,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",19,0
zhihu,race,韦小宝百家脸,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
zhihu,race,那是谁批准聘用她的呢？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",11,0
zhihu,region,大连人路过点了个赞,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
tieba,race,黑高犯罪率，不是歧视，在世界各地都是如此。引进中国，引进犯罪,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",30,1
tieba,race,抽它一耳光！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
tieba,race,下一个陈怡就是她了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
tieba,gender,到时候一离婚，债都判给你，钱都判给她,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",18,1
zhihu,race,你要是找个黑人我还敬你是条女孩子，结果你找个巴铁⁉,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 1, 0, 0]",28,2
zhihu,region,南方互相之间地域黑这么厉害，我都不好意思说，还全国公投你寄吧谁啊,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",32,0
tieba,lgbt,因为后门脏恐艾,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 1, 0]",7,2
zhihu,race,那个女的应该被驱逐出中国，我是乐山人，和她同乡，但我认为就该如此。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",33,1
zhihu,race,怕艾滋病啊，再说了，我会因为她比尺寸而自卑吗😅,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]",26,1
zhihu,region,本来就不行,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",5,0
zhihu,lgbt,"我歧视gay,我也歧视你的观点😄",1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",19,1
tieba,lgbt,1、厌恶疗法，把所迷恋的躯体特征，与痛苦联系起来，多次高强度重复，建立神经连接，这是一种行为学派的疗法，像众所周知的电击，就属于这一类。厌恶疗法的副作用比较大，很不人性化，也容易反复，现在已被淘汰。2、认知调整疗法通过识别错误认知，来帮助来访者，消解内心欲望与渴求，并逐步实现思维与行为上的调整。举个例子，当一个成年人，贪恋于某个玩具的时候，应该怎么办？强行压制，会带来激烈反弹，即使暂时有效果，后期也会很麻烦，但这种贪恋，并非无解，我们只需要把玩具拆解开，欲望自然就消除了，即使你再想把玩具拼起来，也很难再像以前一样迷恋。同性恋亦如此，贪恋本身即迷茫，就像Gay圈某个大V所说：“我也不知道，为什么我们圈里这么多喜欢白袜子！”当迷茫消除，也就没有了贪恋！3、心理动力疗法心理动力疗法的理念，是相信每个人的潜意识里，都埋藏着一些痛苦与受伤的感受，这些感受的存在，可能连本人也很难察觉得到，被一直压抑在潜意识里。如果正确妥善地处理这些被压抑的感受，那将解决你的内心矛盾，并帮助你更好地认清自己，同时促使行为上的改变。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",457,1
zhihu,race,很吓人吗？只不过是现在互联网比较发达而已，让你知道了。以前只会更吓人,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",34,0
tieba,gender,真娶回家一个个懒的跟猪一样唯一运动就是逛买玩吃还真有脸说,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",28,1
zhihu,region,可拉倒吧来我们东北做生意的浙江人很多尤其温州人，我们东北人歧视浙江人 ，浙江人能有那么多吗,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",45,0
tieba,race,不是跪虫族前些天说广坎达是谣言那么我到想问问这又是怎么一回事这么一个明显且具标志性的是件难道还不能说广州早已是沦陷区的事嘛而就是这些事却被这些跪虫族非常有意味的排除掉完全可以说跪虫族和国际鬼子虫类及其它们后代虫混的亲儿子республиканскоеправительство就是睁眼说瞎话和站着说话不腰疼面对国际鬼子虫类及其它们后代虫混入寝而作为亲儿子республиканскоеправительство和跪虫族就像是耗子架锣为它们前世亲爹与亲娘鸣锣开道什么时候汉奸小丑和这些奴颜卑膝的好奴才走路的步法如此这么横真是让人抠破脑袋都想不通啊!或许这里面一定会有前几天那个我是鑫泽会说不是被抓住嘛但最关键问题有没有按照我过法律来严肃处理它相信一定是不会的决定又是遣返或者就是简单批评几句罚一下这些虫类在我过用的都是那些它们在我过亲儿子республиканскоеправительство给它们款,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",400,1
tieba,race,你个loser，自己生活失败，就天天黑人怎么怎么样，人家惹你了吗,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",32,0
zhihu,lgbt,可以接受男男的存在，但是不要出来恶心我,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",19,1
zhihu,lgbt,没嘲讽没贬低更没夸张，张口屁股歪闭口叛国贼，爱国不是你打压少数人的借口。,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 0, 0, 0, 1, 0]",36,1
tieba,race,猩猩都比黑🐶好看,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",8,1
zhihu,race,你愿意跟一个被猴子睡过的女人结婚吗？而且她还跟你要房要车要彩礼。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",32,2
tieba,lgbt,每天大白天都在睡倒瞌睡,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",11,0
zhihu,race,漂亮，就该这样干,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",8,0
zhihu,race,那些人，已经被精神阉割了，这方面帝国主义做的非常成功,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",26,0
tieba,race,这位警官是尽职尽责的人，打爆?,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
zhihu,region,啥省份的都有,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
tieba,gender,求求吧友们了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
tieba,lgbt,很好，停止治疗，改成歧视,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
zhihu,lgbt,啥都和最差的比,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
tieba,gender,沒錯，就是這張，可以的話順便告訴我這是誰,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",20,0
zhihu,region,没辙，10个地儿10个人出一个坑货，突然发现有个地儿10个人出2个坑货，那正常人当然对这个地方的人会提高警惕，知乎说不得这个，别讲，讲就是哪里都有好的和坏的！讲就是坏的开除户籍！知乎黑东北就两点，一种就是收了钱写文章带节奏硬黑，另在一种就是确实是底层的东北人在外面的名声不咋地，让其他东北人跟着躺枪😅,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",153,1
zhihu,region,可是我真的很喜欢东北人啊……东北人永远都代表着他们热情、爽快、好客啊,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",34,0
tieba,gender,一堆普信美女还能有老公啊,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",12,1
tieba,race,可见苍天有多震怒对全球所有虫类及其它们后代虫混已惩罚之态及其它们亲儿子和左棍和республиканскоеправительство已惩罚之态！,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",73,1
zhihu,lgbt,男男个别很乱，女女小部分也很乱。但是异性恋也很乱。乱的是个别部分，不是整个群体的。不要以偏概全哦，还是有好的，不管是同性恋还是异性恋。人也分好人和变态的😜,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",80,0
zhihu,race,无感就是不关己😅,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",11,0
tieba,gender,有没有生孩子警告？？,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",10,1
tieba,gender,所以我从来不看女人的朋友圈,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",13,1
